#locus_id	chrom	start	end	strand	genome_build	l1_family	cancer_type	n_samples_detected	coordinate_confidence
L1SOI-chr15-026095118-026095119-+	chr15	26095118	26095119	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr15-080139486-080139487--	chr15	80139486	80139487	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr16-025406972-025406973-+	chr16	25406972	25406973	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr16-077078428-077078429-+	chr16	77078428	77078429	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr17-031582865-031582866--	chr17	31582865	31582866	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr2-022897400-022897404-+	chr2	22897400	22897404	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr2-060803237-060803238-+	chr2	60803237	60803238	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr2-117062678-117062679-+	chr2	117062678	117062679	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr2-168447765-168447766-+	chr2	168447765	168447766	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr20-006768739-006768740--	chr20	6768739	6768740	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr20-054419982-054419983--	chr20	54419982	54419983	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr3-034061505-034061506--	chr3	34061505	34061506	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-018712543-018712544-+	chr4	18712543	18712544	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-093699727-093699743--	chr4	93699727	93699743	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-129755053-129755054-+	chr4	129755053	129755054	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-167880938-167880939-+	chr4	167880938	167880939	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr5-066086867-066086868--	chr5	66086867	66086868	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr6-017021784-017021785--	chr6	17021784	17021785	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr6-025360673-025360674--	chr6	25360673	25360674	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr8-005089132-005089133--	chr8	5089132	5089133	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr8-034724716-034724717--	chr8	34724716	34724717	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr8-084370866-084370873--	chr8	84370866	84370873	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr8-086214332-086214333-+	chr8	86214332	86214333	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr8-118453793-118453801--	chr8	118453793	118453801	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr8-136174250-136174251--	chr8	136174250	136174251	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr9-011463256-011463257-+	chr9	11463256	11463257	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr9-105256992-105256993--	chr9	105256992	105256993	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chrX-005267558-005267559--	chrX	5267558	5267559	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chrX-045309665-045309666--	chrX	45309665	45309666	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chrX-113961064-113961065--	chrX	113961064	113961065	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr4-159154790-159154791-+	chr4	159154790	159154791	+	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr12-013977437-013977438--	chr12	13977437	13977438	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr13-083912916-083912917--	chr13	83912916	83912917	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr1-004046044-004046045--	chr1	4046044	4046045	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr8-073635448-073635449--	chr8	73635448	73635449	-	hg19	L1HS	Prost-AdenoCA	1	high
L1SOI-chr13-059137513-059137521-+	chr13	59137513	59137521	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr15-026085972-026085973--	chr15	26085972	26085973	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr3-030964691-030964692-+	chr3	30964691	30964692	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr8-092034522-092034523--	chr8	92034522	92034523	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr12-128778024-128778082--	chr12	128778024	128778082	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr15-077172474-077172475-+	chr15	77172474	77172475	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr16-025032819-025032820-+	chr16	25032819	25032820	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr2-160872489-160872490-+	chr2	160872489	160872490	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr3-059321481-059321482-+	chr3	59321481	59321482	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr4-009740573-009740574--	chr4	9740573	9740574	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr4-097470997-097470998-+	chr4	97470997	97470998	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr5-038964207-038964208-+	chr5	38964207	38964208	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr5-160318055-160318056--	chr5	160318055	160318056	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr9-013705697-013705698--	chr9	13705697	13705698	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr2-221108660-221108661--	chr2	221108660	221108661	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr1-238619857-238619858-+	chr1	238619857	238619858	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr11-132018047-132018048-+	chr11	132018047	132018048	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr2-193555549-193555550-+	chr2	193555549	193555550	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr2-235370006-235370007-+	chr2	235370006	235370007	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr13-036972569-036972570-+	chr13	36972569	36972570	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr6-097527842-097527843--	chr6	97527842	97527843	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chrX-119683947-119683948--	chrX	119683947	119683948	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr3-025296504-025296505--	chr3	25296504	25296505	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr3-183220654-183220655--	chr3	183220654	183220655	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr19-052270587-052270588-+	chr19	52270587	52270588	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr2-228851408-228851409--	chr2	228851408	228851409	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr3-162818649-162818650-+	chr3	162818649	162818650	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr6-123560706-123560707--	chr6	123560706	123560707	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr9-014603872-014603875--	chr9	14603872	14603875	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr18-027292641-027292643--	chr18	27292641	27292643	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr2-189943873-189943879--	chr2	189943873	189943879	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr1-035288414-035288415-+	chr1	35288414	35288415	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr11-028265918-028265919-+	chr11	28265918	28265919	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr12-024092838-024092845--	chr12	24092838	24092845	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr2-013823569-013823572-+	chr2	13823569	13823572	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr2-018439666-018439667-+	chr2	18439666	18439667	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr2-089249326-089249327-+	chr2	89249326	89249327	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr2-139487795-139487796-+	chr2	139487795	139487796	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr2-157119812-157119813--	chr2	157119812	157119813	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr3-022346418-022346419--	chr3	22346418	22346419	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr3-070759626-070759627--	chr3	70759626	70759627	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr3-113971926-113971927--	chr3	113971926	113971927	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr7-003520808-003520809-+	chr7	3520808	3520809	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr7-081979439-081979440-+	chr7	81979439	81979440	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr7-094767121-094767122--	chr7	94767121	94767122	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr7-114624548-114624549-+	chr7	114624548	114624549	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr7-132265559-132265560--	chr7	132265559	132265560	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr8-075869181-075869182--	chr8	75869181	75869182	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr8-091255138-091255139-+	chr8	91255138	91255139	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr8-111827581-111827582-+	chr8	111827581	111827582	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chrX-126097988-126097989-+	chrX	126097988	126097989	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr3-131159098-131159099-+	chr3	131159098	131159099	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr5-004847759-004847760-+	chr5	4847759	4847760	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr1-079641361-079641362--	chr1	79641361	79641362	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr5-145008811-145008812-+	chr5	145008811	145008812	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr1-152746932-152746933--	chr1	152746932	152746933	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr10-031630448-031630449-+	chr10	31630448	31630449	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr13-058469208-058469209--	chr13	58469208	58469209	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr18-011850378-011850379-+	chr18	11850378	11850379	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr3-001214427-001214428--	chr3	1214427	1214428	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr3-005433461-005433462--	chr3	5433461	5433462	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr4-068715368-068715369-+	chr4	68715368	68715369	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr4-134627538-134627539-+	chr4	134627538	134627539	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr5-110924425-110924427-+	chr5	110924425	110924427	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr6-069865780-069865781-+	chr6	69865780	69865781	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr7-003168126-003168127-+	chr7	3168126	3168127	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr7-124199435-124199436-+	chr7	124199435	124199436	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr8-064696117-064696118-+	chr8	64696117	64696118	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr9-023122945-023122946-+	chr9	23122945	23122946	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chrX-092143432-092143433--	chrX	92143432	92143433	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr13-086724353-086724354-+	chr13	86724353	86724354	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr3-159297532-159297533-+	chr3	159297532	159297533	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr1-057029688-057029689--	chr1	57029688	57029689	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr1-221596586-221596587--	chr1	221596586	221596587	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr10-013853776-013853777--	chr10	13853776	13853777	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr13-021457036-021457037-+	chr13	21457036	21457037	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr15-026253913-026253914--	chr15	26253913	26253914	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr5-078944714-078944715--	chr5	78944714	78944715	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr6-164825162-164825163--	chr6	164825162	164825163	-	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chrX-027772147-027772148-+	chrX	27772147	27772148	+	hg19	L1HS	ColoRect-AdenoCA	1	high
L1SOI-chr16-077428431-077428432-+	chr16	77428431	77428432	+	hg19	L1HS	Kidney-RCC	1	high
L1SOI-chr6-163258805-163258806--	chr6	163258805	163258806	-	hg19	L1HS	Bone-Leiomyo	1	high
L1SOI-chr9-012199936-012199937-+	chr9	12199936	12199937	+	hg19	L1HS	Bone-Leiomyo	1	high
L1SOI-chr1-113831146-113831147-+	chr1	113831146	113831147	+	hg19	L1HS	Bone-Leiomyo	1	high
L1SOI-chr1-040613305-040613306--	chr1	40613305	40613306	-	hg19	L1HS	Skin-Melanoma	1	high
L1SOI-chr1-158786789-158786790--	chr1	158786789	158786790	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr1-198640833-198640834--	chr1	198640833	198640834	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr1-237514382-237514383-+	chr1	237514382	237514383	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr10-045623582-045623583-+	chr10	45623582	45623583	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr10-056925323-056925324--	chr10	56925323	56925324	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr10-091660340-091660354--	chr10	91660340	91660354	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr11-055380198-055380199-+	chr11	55380198	55380199	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr11-130148409-130148410--	chr11	130148409	130148410	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr11-132641338-132641339-+	chr11	132641338	132641339	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr13-078892970-078892971--	chr13	78892970	78892971	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr13-082677807-082677808-+	chr13	82677807	82677808	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr13-093310233-093310234--	chr13	93310233	93310234	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr13-102457362-102457363--	chr13	102457362	102457363	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr14-049482768-049482769--	chr14	49482768	49482769	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr15-048996372-048996373-+	chr15	48996372	48996373	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr16-077304369-077304370--	chr16	77304369	77304370	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr18-069434829-069434830--	chr18	69434829	69434830	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr2-117384146-117384147-+	chr2	117384146	117384147	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr2-130018241-130018242--	chr2	130018241	130018242	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr2-130178073-130178074-+	chr2	130178073	130178074	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr2-141649680-141649681-+	chr2	141649680	141649681	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr20-041836683-041836684-+	chr20	41836683	41836684	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr3-070443326-070443327--	chr3	70443326	70443327	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr3-116825898-116825899-+	chr3	116825898	116825899	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr4-146155366-146155367--	chr4	146155366	146155367	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr4-159300200-159300201-+	chr4	159300200	159300201	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr5-004813340-004813345--	chr5	4813340	4813345	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr5-040062407-040062408-+	chr5	40062407	40062408	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr5-088248612-088248613--	chr5	88248612	88248613	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr5-099591959-099591960-+	chr5	99591959	99591960	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr6-078517141-078517142-+	chr6	78517141	78517142	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr7-094739961-094739962-+	chr7	94739961	94739962	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr7-136729688-136729689--	chr7	136729688	136729689	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr7-136940821-136940822--	chr7	136940821	136940822	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr7-146709856-146709859--	chr7	146709856	146709859	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr8-064794962-064794963--	chr8	64794962	64794963	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr8-090896913-090896914--	chr8	90896913	90896914	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr8-133019309-133019310-+	chr8	133019309	133019310	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr9-022361475-022361476-+	chr9	22361475	22361476	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr9-124818112-124818113--	chr9	124818112	124818113	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chrX-066741052-066741053--	chrX	66741052	66741053	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chrX-068685462-068685463-+	chrX	68685462	68685463	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr1-072212483-072212484--	chr1	72212483	72212484	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr1-104750465-104750466--	chr1	104750465	104750466	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr1-208722486-208722487--	chr1	208722486	208722487	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr10-065850392-065850393--	chr10	65850392	65850393	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr10-074304653-074304654-unknown	chr10	74304653	74304654	unknown	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr11-133995274-133995275-+	chr11	133995274	133995275	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr12-018111561-018111562--	chr12	18111561	18111562	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr12-046616053-046616054-+	chr12	46616053	46616054	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr12-082217898-082217899-+	chr12	82217898	82217899	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr13-092833180-092833181--	chr13	92833180	92833181	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr13-097564596-097564597-+	chr13	97564596	97564597	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr14-043377873-043377874-+	chr14	43377873	43377874	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr14-063305862-063305863--	chr14	63305862	63305863	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr16-024476612-024476613--	chr16	24476612	24476613	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr16-077904571-077904572--	chr16	77904571	77904572	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr17-021494688-021494689--	chr17	21494688	21494689	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr18-001410461-001410462-+	chr18	1410461	1410462	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr18-034249804-034249808--	chr18	34249804	34249808	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr18-035627684-035627685-+	chr18	35627684	35627685	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr18-044490577-044490578--	chr18	44490577	44490578	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr18-058896704-058896705-+	chr18	58896704	58896705	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr19-055246832-055246833-+	chr19	55246832	55246833	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr2-005675373-005675383-+	chr2	5675373	5675383	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr2-006762952-006762958--	chr2	6762952	6762958	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr20-031459069-031459077--	chr20	31459069	31459077	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr3-038787342-038787346--	chr3	38787342	38787346	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr3-153097311-153097312-+	chr3	153097311	153097312	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr3-164461786-164461787--	chr3	164461786	164461787	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr4-029129782-029129783-+	chr4	29129782	29129783	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr4-080298304-080298305-+	chr4	80298304	80298305	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr4-118908676-118908681--	chr4	118908676	118908681	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr4-161149335-161149336--	chr4	161149335	161149336	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr5-091807773-091807774--	chr5	91807773	91807774	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr5-103996720-103996721--	chr5	103996720	103996721	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr5-105421321-105421322--	chr5	105421321	105421322	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr5-163134234-163134235-+	chr5	163134234	163134235	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr6-024862838-024862839--	chr6	24862838	24862839	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr6-055760596-055760597-+	chr6	55760596	55760597	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr6-083050679-083050692--	chr6	83050679	83050692	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr6-100815374-100815375--	chr6	100815374	100815375	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr7-077775449-077775450--	chr7	77775449	77775450	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr7-117543771-117543772-unknown	chr7	117543771	117543772	unknown	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr7-126361156-126361157-+	chr7	126361156	126361157	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr7-141853147-141853148-+	chr7	141853147	141853148	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr8-043134338-043134340--	chr8	43134338	43134340	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr8-060544749-060544750-+	chr8	60544749	60544750	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr8-073861886-073861887--	chr8	73861886	73861887	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr8-097995385-097995386-+	chr8	97995385	97995386	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr8-105886972-105886973--	chr8	105886972	105886973	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr8-133863230-133863231--	chr8	133863230	133863231	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr8-134110882-134110883-+	chr8	134110882	134110883	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr9-001339569-001339570--	chr9	1339569	1339570	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr9-023586219-023586220-+	chr9	23586219	23586220	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr9-034488258-034488259-+	chr9	34488258	34488259	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr9-088027185-088027186-+	chr9	88027185	88027186	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chrX-098855611-098855612--	chrX	98855611	98855612	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chrX-149247698-149247699-+	chrX	149247698	149247699	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr3-102583584-102583585--	chr3	102583584	102583585	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr8-020634753-020634758--	chr8	20634753	20634758	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr1-072290082-072290083-+	chr1	72290082	72290083	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr1-099736696-099736697--	chr1	99736696	99736697	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr1-217435852-217435862-+	chr1	217435852	217435862	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr10-108025422-108025423--	chr10	108025422	108025423	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr13-057819804-057819805--	chr13	57819804	57819805	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr13-082537977-082537978--	chr13	82537977	82537978	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr14-029926633-029926634-+	chr14	29926633	29926634	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr14-085334876-085334883-+	chr14	85334876	85334883	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr16-055438490-055438491--	chr16	55438490	55438491	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr18-004038895-004038896-+	chr18	4038895	4038896	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr18-026770140-026770141--	chr18	26770140	26770141	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr18-037920177-037920178--	chr18	37920177	37920178	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr18-070466215-070466225-+	chr18	70466215	70466225	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr18-070589214-070589215--	chr18	70589214	70589215	-	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr2-213982282-213982283-+	chr2	213982282	213982283	+	hg19	L1HS	Stomach-AdenoCA	1	high
L1SOI-chr2-228859286-228859287-+	chr2	228859286	228859287	+	hg19	L1HS	Stomach-AdenoCA	1	high
